Incident Id,Date of Arrest,Time of Arrest,Primary Charge,Arrestee's Age,Arrestee's Race,Arrestee's Gender,Type of Arrest,Drugs or Alcohol Present,Weapon Present
35731,2016-06-01,11:45,LARCENY,32.0,B,F,ON VIEW,N,UNARMED
35732,2016-06-01,13:21,FAIL TO APPEAR,72.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
35739,2016-06-03,10:02,OTHER,23.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
35744,2016-06-04,8:15,OTHER,25.0,B,M,ON VIEW,Y,UNARMED
35755,2016-06-07,14:56,ALCOHOL,49.0,B,M,ON VIEW,Y,UNARMED
35757,2016-06-07,17:33,ASSAULT,70.0,B,M,ON VIEW,Y,UNARMED
35759,2016-06-07,18:32,FAIL TO APPEAR,50.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
35763,2016-06-09,3:54,DWI,29.0,A,M,ON VIEW,Y,UNARMED
35770,2016-06-10,1:45,DRUGS,37.0,W,F,SUMMONED/CITED,U,UNARMED
35775,2016-06-10,16:37,FAIL TO APPEAR,36.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
35777,2016-06-10,22:14,OTHER,56.0,W,M,SUMMONED/CITED,Y,UNARMED
35780,2016-06-11,1:42,FAIL TO APPEAR,20.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
35786,2016-06-11,17:00,ALCOHOL,62.0,B,M,SUMMONED/CITED,Y,UNARMED
35790,2016-06-12,3:30,FAIL TO APPEAR,22.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
35791,2016-06-13,1:11,OTHER,30.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
35794,2016-06-13,2:28,DWI,25.0,W,M,ON VIEW,Y,UNARMED
35796,2016-06-15,1:11,OTHER,26.0,W,F,ON VIEW,N,UNARMED
35797,2016-06-15,9:37,OTHER,57.0,W,F,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
35803,2016-06-16,18:15,OTHER,22.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),U,UNARMED
35806,2016-06-16,20:50,ALCOHOL,27.0,W,F,SUMMONED/CITED,N,UNARMED
35824,2016-06-21,1:46,DWI,21.0,W,M,ON VIEW,Y,UNARMED
35831,2016-06-21,22:17,ALCOHOL,50.0,B,M,SUMMONED/CITED,Y,UNARMED
35832,2016-06-21,22:27,OTHER,41.0,A,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
35864,2016-07-01,2:28,ASSAULT,24.0,W,M,ON VIEW,Y,UNARMED
35872,2016-07-01,20:10,ALCOHOL,58.0,B,M,SUMMONED/CITED,Y,UNARMED
35874,2016-07-02,20:16,DWI,46.0,B,M,ON VIEW,Y,UNARMED
35878,2016-07-03,7:35,TRESPASSING,38.0,B,M,SUMMONED/CITED,U,UNARMED
35883,2016-07-03,16:29,ALCOHOL,62.0,B,M,SUMMONED/CITED,Y,UNARMED
35882,2016-07-03,16:30,DRUGS,19.0,W,M,SUMMONED/CITED,Y,UNARMED
35886,2016-07-03,21:40,DRUGS,40.0,W,M,SUMMONED/CITED,Y,UNARMED
35889,2016-07-05,0:45,OTHER,47.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
35891,2016-07-05,0:47,OTHER,28.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
35890,2016-07-05,0:49,OTHER,28.0,B,M,ON VIEW,N,UNARMED
35896,2016-07-07,2:24,ASSAULT,31.0,B,M,ON VIEW,Y,UNARMED
35907,2016-07-09,2:55,OTHER,34.0,B,M,ON VIEW,Y,UNARMED
35913,2016-07-10,15:08,ASSAULT,25.0,W,M,SUMMONED/CITED,N,UNARMED
35924,2016-07-13,20:48,DRUGS,24.0,B,M,ON VIEW,Y,UNARMED
35927,2016-07-14,2:24,TRESPASSING,61.0,B,M,ON VIEW,Y,UNARMED
35931,2016-07-14,14:38,ASSAULT,32.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
35932,2016-07-14,17:34,ALCOHOL,48.0,W,M,ON VIEW,Y,UNARMED
35938,2016-07-15,11:37,OTHER,48.0,W,M,ON VIEW,Y,UNARMED
35941,2016-07-15,18:37,ALCOHOL,61.0,B,M,SUMMONED/CITED,Y,UNARMED
35948,2016-07-15,21:45,FAIL TO APPEAR,54.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
35959,2016-07-18,1:28,DWI,20.0,W,F,SUMMONED/CITED,Y,UNARMED
35969,2016-07-20,20:02,OTHER,18.0,B,F,TAKEN INTO CUSTODY (WARRANT/LP),U,UNARMED
35974,2016-07-22,1:00,OTHER,18.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
35978,2016-07-22,13:36,ALCOHOL,56.0,W,M,ON VIEW,Y,UNARMED
35982,2016-07-23,2:57,ALCOHOL,39.0,B,M,ON VIEW,Y,UNARMED
35995,2016-07-25,22:05,TRESPASSING,54.0,B,M,ON VIEW,Y,UNARMED
35996,2016-07-25,22:14,OTHER,52.0,B,F,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
36002,2016-07-26,21:12,ALCOHOL,61.0,B,M,SUMMONED/CITED,Y,UNARMED
36016,2016-07-28,4:08,ASSAULT,30.0,B,M,ON VIEW,U,UNARMED
36017,2016-07-28,10:36,OTHER,60.0,B,M,ON VIEW,Y,UNARMED
36031,2016-07-30,0:25,DRUGS,54.0,B,M,SUMMONED/CITED,Y,UNARMED
36048,2016-08-02,14:41,OTHER,47.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
36049,2016-08-02,15:15,OTHER,51.0,W,F,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
36057,2016-08-04,4:03,TRESPASSING,27.0,W,M,SUMMONED/CITED,Y,UNARMED
36068,2016-08-05,16:00,OTHER,20.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
36088,2016-08-10,11:20,DRUGS,35.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),U,UNARMED
36091,2016-08-11,10:55,OTHER,19.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
36094,2016-08-12,1:57,OTHER,61.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
36102,2016-08-13,15:31,TRESPASSING,55.0,B,F,SUMMONED/CITED,Y,UNARMED
36107,2016-08-13,16:10,ALCOHOL,61.0,B,M,ON VIEW,Y,UNARMED
36112,2016-08-15,11:34,OTHER,51.0,B,M,ON VIEW,Y,UNARMED
36119,2016-08-16,12:58,OTHER,20.0,W,M,ON VIEW,N,UNARMED
36127,2016-08-17,17:51,OTHER,23.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
36128,2016-08-18,13:54,FAIL TO APPEAR,46.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
36133,2016-08-20,9:57,OTHER,19.0,W,F,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
36139,2016-08-20,23:36,ALCOHOL,18.0,W,M,SUMMONED/CITED,Y,UNARMED
36137,2016-08-22,1:18,OTHER,47.0,B,M,SUMMONED/CITED,Y,UNARMED
36145,2016-08-23,14:30,OTHER,27.0,B,F,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
36149,2016-08-24,21:25,OTHER,24.0,W,M,SUMMONED/CITED,N,UNARMED
36183,2016-08-25,19:59,DWI,72.0,W,M,ON VIEW,Y,UNARMED
36171,2016-08-27,22:51,OTHER,53.0,W,M,SUMMONED/CITED,N,UNARMED
36185,2016-08-29,17:32,FAIL TO APPEAR,58.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
36187,2016-08-30,1:12,OTHER,27.0,W,M,SUMMONED/CITED,Y,UNARMED
36195,2016-08-31,23:36,ALCOHOL,60.0,B,M,ON VIEW,Y,UNARMED
36200,2016-09-03,23:10,OTHER,32.0,W,M,ON VIEW,U,UNARMED
36217,2016-09-07,17:10,OTHER,26.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
36292,2016-09-08,10:20,ASSAULT,36.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),U,UNARMED
36229,2016-09-10,2:21,OTHER,43.0,B,M,ON VIEW,Y,UNARMED
36242,2016-09-12,9:40,DRUGS,59.0,B,M,SUMMONED/CITED,N,UNARMED
36243,2016-09-12,17:03,DRUGS,56.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
36247,2016-09-13,11:42,FAIL TO APPEAR,70.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
36255,2016-09-16,16:38,DWI,35.0,W,M,ON VIEW,Y,UNARMED
36266,2016-09-16,22:24,DRUGS,19.0,W,M,SUMMONED/CITED,Y,UNARMED
36258,2016-09-17,15:14,OTHER,20.0,W,F,SUMMONED/CITED,Y,UNARMED
36270,2016-09-17,15:45,TRESPASSING,57.0,B,M,ON VIEW,U,UNARMED
36276,2016-09-19,2:17,OTHER,35.0,B,M,ON VIEW,Y,HANDGUN
36294,2016-09-21,12:47,OTHER,51.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
36297,2016-09-22,15:29,DRUGS,51.0,B,M,SUMMONED/CITED,Y,UNARMED
36299,2016-09-22,19:29,FAIL TO APPEAR,41.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
36305,2016-09-23,21:37,DRUGS,25.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
36307,2016-09-24,9:39,ALCOHOL,50.0,B,M,SUMMONED/CITED,Y,UNARMED
36326,2016-09-28,20:37,ALCOHOL,61.0,B,M,SUMMONED/CITED,Y,UNARMED
36328,2016-09-29,22:28,DRUGS,19.0,W,M,SUMMONED/CITED,N,UNARMED
36329,2016-09-29,22:28,DRUGS,19.0,W,F,SUMMONED/CITED,N,UNARMED
36338,2016-10-01,19:46,ALCOHOL,46.0,B,M,SUMMONED/CITED,Y,UNARMED
36355,2016-10-05,16:41,LARCENY,39.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
36366,2016-10-09,3:30,OTHER,22.0,W,M,SUMMONED/CITED,Y,UNARMED
36385,2016-10-14,8:50,FAIL TO APPEAR,46.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
36390,2016-10-15,3:23,OTHER,34.0,W,M,ON VIEW,Y,UNARMED
36391,2016-10-15,7:25,ASSAULT,32.0,B,M,SUMMONED/CITED,N,UNARMED
36401,2016-10-17,17:24,TRESPASSING,51.0,W,F,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
36404,2016-10-17,20:06,TRESPASSING,38.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
36403,2016-10-17,21:19,TRESPASSING,48.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
36410,2016-10-19,1:57,ALCOHOL,22.0,B,F,ON VIEW,Y,UNARMED
36413,2016-10-19,17:41,ALCOHOL,65.0,B,M,SUMMONED/CITED,Y,UNARMED
36416,2016-10-20,17:08,TRESPASSING,46.0,B,M,SUMMONED/CITED,Y,UNARMED
36419,2016-10-21,14:30,TRESPASSING,61.0,W,F,SUMMONED/CITED,Y,UNARMED
36423,2016-10-22,6:18,OTHER,20.0,B,M,ON VIEW,Y,UNARMED
36432,2016-10-24,14:10,OTHER,19.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
36428,2016-10-25,1:55,FAIL TO APPEAR,22.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
36434,2016-10-25,16:00,TRESPASSING,23.0,B,M,ON VIEW,N,UNARMED
36433,2016-10-25,17:36,TRESPASSING,29.0,B,M,ON VIEW,U,UNARMED
36436,2016-10-26,0:40,OTHER,54.0,B,M,SUMMONED/CITED,U,UNARMED
36437,2016-10-26,8:29,ALCOHOL,61.0,B,M,SUMMONED/CITED,Y,UNARMED
36443,2016-10-27,18:11,LARCENY,47.0,B,M,ON VIEW,N,UNARMED
36449,2016-10-28,2:51,DWI,22.0,W,M,ON VIEW,Y,UNARMED
36454,2016-10-28,3:00,DRUGS,23.0,B,M,ON VIEW,Y,UNARMED
36452,2016-10-28,11:35,OTHER,29.0,W,M,ON VIEW,U,UNARMED
36451,2016-10-28,11:54,DRUGS,49.0,B,M,SUMMONED/CITED,Y,UNARMED
36455,2016-10-28,16:05,OTHER,54.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
36459,2016-10-28,17:25,ALCOHOL,48.0,B,F,SUMMONED/CITED,N,UNARMED
36462,2016-10-29,10:40,LARCENY,54.0,B,M,ON VIEW,Y,UNARMED
36472,2016-10-30,14:30,DWI,57.0,W,F,ON VIEW,Y,UNARMED
36486,2016-11-01,18:52,ASSAULT,53.0,B,M,ON VIEW,N,UNARMED
36494,2016-11-03,16:59,OTHER,19.0,B,M,ON VIEW,N,UNARMED
36501,2016-11-05,11:40,ALCOHOL,48.0,B,M,SUMMONED/CITED,Y,UNARMED
36511,2016-11-07,11:54,ALCOHOL,70.0,B,M,SUMMONED/CITED,Y,UNARMED
36519,2016-11-10,13:01,TRESPASSING,56.0,W,M,ON VIEW,Y,UNARMED
36521,2016-11-11,3:03,ASSAULT,22.0,O,M,ON VIEW,Y,UNARMED
36529,2016-11-11,13:28,ALCOHOL,51.0,W,F,SUMMONED/CITED,N,UNARMED
36533,2016-11-11,15:51,ALCOHOL,63.0,B,M,SUMMONED/CITED,Y,UNARMED
36540,2016-11-16,9:15,OTHER,36.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,HANDGUN
36541,2016-11-16,18:33,TRESPASSING,47.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
36543,2016-11-17,17:29,OTHER,26.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),U,UNARMED
36554,2016-11-20,1:10,OTHER,20.0,W,M,SUMMONED/CITED,Y,UNARMED
36549,2016-11-20,2:43,OTHER,19.0,W,M,ON VIEW,Y,UNARMED
36560,2016-11-22,20:22,FAIL TO APPEAR,43.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
36561,2016-11-23,19:09,OTHER,26.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),U,UNARMED
36562,2016-11-24,2:43,DRUGS,29.0,B,M,SUMMONED/CITED,Y,UNARMED
36566,2016-11-24,21:39,OTHER,25.0,B,F,ON VIEW,U,HANDGUN
36570,2016-11-26,10:45,DWI,30.0,W,M,SUMMONED/CITED,Y,UNARMED
36579,2016-11-26,13:06,OTHER,40.0,B,M,ON VIEW,N,UNARMED
36586,2016-11-30,8:09,FAIL TO APPEAR,40.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
36596,2016-12-02,10:40,OTHER,36.0,B,M,ON VIEW,N,UNARMED
36604,2016-12-03,17:10,ALCOHOL,51.0,W,F,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
36615,2016-12-06,19:39,DRUGS,30.0,W,M,ON VIEW,Y,UNARMED
36616,2016-12-06,22:49,ASSAULT,38.0,B,M,ON VIEW,U,UNARMED
36617,2016-12-07,0:10,DWI,27.0,W,M,ON VIEW,Y,UNARMED
36626,2016-12-10,7:57,OTHER,38.0,B,F,SUMMONED/CITED,N,UNARMED
36627,2016-12-10,14:54,DRUGS,46.0,B,M,SUMMONED/CITED,Y,UNARMED
36639,2016-12-11,18:40,OTHER,53.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
36641,2016-12-12,12:03,FAIL TO APPEAR,27.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
36649,2016-12-13,21:22,OTHER,23.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
36664,2016-12-16,23:32,OTHER,23.0,W,M,SUMMONED/CITED,Y,UNARMED
36668,2016-12-17,18:49,LARCENY,52.0,B,F,SUMMONED/CITED,Y,UNARMED
36667,2016-12-17,21:43,DRUGS,54.0,W,M,SUMMONED/CITED,Y,UNARMED
36672,2016-12-18,17:02,LARCENY,26.0,B,M,ON VIEW,Y,UNARMED
36670,2016-12-18,19:56,ALCOHOL,55.0,W,M,SUMMONED/CITED,Y,UNARMED
36677,2016-12-20,9:23,FAIL TO APPEAR,52.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
36680,2016-12-20,16:55,LARCENY,32.0,W,F,ON VIEW,N,UNARMED
36682,2016-12-21,23:14,DRUGS,26.0,W,F,SUMMONED/CITED,Y,UNARMED
36698,2016-12-27,3:32,ALCOHOL,27.0,W,M,SUMMONED/CITED,Y,UNARMED
36699,2016-12-27,23:47,OTHER,32.0,W,F,ON VIEW,Y,UNARMED
36703,2016-12-30,10:30,TRESPASSING,62.0,B,M,SUMMONED/CITED,U,UNARMED
36704,2016-12-30,20:11,DWI,60.0,W,M,ON VIEW,Y,UNARMED
36706,2016-12-31,1:26,DRUGS,39.0,B,M,SUMMONED/CITED,N,UNARMED
36727,2017-01-05,9:57,TRESPASSING,48.0,B,M,SUMMONED/CITED,U,UNARMED
36732,2017-01-06,2:04,DWI,22.0,W,M,ON VIEW,Y,UNARMED
36743,2017-01-11,1:12,LARCENY,23.0,B,F,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
36751,2017-01-14,2:54,DWI,30.0,B,M,ON VIEW,Y,UNARMED
36757,2017-01-15,3:41,OTHER,19.0,W,M,SUMMONED/CITED,Y,UNARMED
36760,2017-01-16,3:31,OTHER,54.0,B,M,ON VIEW,Y,UNARMED
36761,2017-01-16,3:54,DWI,27.0,W,M,ON VIEW,Y,UNARMED
36763,2017-01-17,9:40,ALCOHOL,51.0,W,M,SUMMONED/CITED,Y,UNARMED
36777,2017-01-21,11:16,ALCOHOL,52.0,B,F,SUMMONED/CITED,Y,UNARMED
36780,2017-01-21,15:06,DRUGS,24.0,W,M,SUMMONED/CITED,Y,UNARMED
36803,2017-01-27,13:27,OTHER,45.0,B,M,SUMMONED/CITED,N,UNARMED
36811,2017-01-29,3:35,ALCOHOL,19.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
36825,2017-02-03,3:34,DWI,25.0,W,M,ON VIEW,Y,UNARMED
36840,2017-02-07,18:40,OTHER,18.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),U,UNARMED
36849,2017-02-08,3:19,LARCENY,26.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
36838,2017-02-08,7:51,ASSAULT,31.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
36839,2017-02-09,16:56,ALCOHOL,50.0,B,M,SUMMONED/CITED,Y,UNARMED
36856,2017-02-10,20:48,DRUGS,28.0,W,M,SUMMONED/CITED,Y,UNARMED
36848,2017-02-11,14:04,ALCOHOL,21.0,B,M,SUMMONED/CITED,N,UNARMED
36855,2017-02-12,0:28,ALCOHOL,19.0,W,M,SUMMONED/CITED,Y,UNARMED
36866,2017-02-15,23:53,ALCOHOL,24.0,W,M,SUMMONED/CITED,Y,UNARMED
36877,2017-02-17,17:15,DRUGS,22.0,W,M,ON VIEW,Y,UNARMED
36878,2017-02-17,20:27,ALCOHOL,46.0,W,M,SUMMONED/CITED,Y,UNARMED
36881,2017-02-18,3:08,ASSAULT,21.0,W,M,ON VIEW,Y,UNARMED
36889,2017-02-19,1:00,OTHER,20.0,W,M,SUMMONED/CITED,U,UNARMED
36901,2017-02-20,13:50,ALCOHOL,62.0,B,M,SUMMONED/CITED,Y,UNARMED
36902,2017-02-20,14:11,FAIL TO APPEAR,62.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
36911,2017-02-22,14:27,ALCOHOL,30.0,B,M,SUMMONED/CITED,Y,UNARMED
36917,2017-02-23,18:30,DRUGS,46.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
36919,2017-02-23,20:21,OTHER,59.0,W,M,ON VIEW,N,UNARMED
36925,2017-02-24,23:32,OTHER,20.0,W,M,ON VIEW,Y,UNARMED
36944,2017-03-04,1:00,OTHER,20.0,W,M,SUMMONED/CITED,U,UNARMED
36954,2017-03-04,17:52,FAIL TO APPEAR,56.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),U,UNARMED
36952,2017-03-05,2:24,DWI,29.0,B,M,ON VIEW,Y,UNARMED
36956,2017-03-05,17:24,OTHER,57.0,B,M,SUMMONED/CITED,U,UNARMED
36965,2017-03-07,1:14,DRUGS,20.0,W,M,ON VIEW,Y,UNARMED
36969,2017-03-08,13:15,OTHER,47.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),U,UNARMED
36973,2017-03-09,17:59,OTHER,35.0,B,M,ON VIEW,N,UNARMED
36975,2017-03-10,7:36,OTHER,21.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
36989,2017-03-11,10:40,DWI,25.0,B,M,ON VIEW,Y,UNARMED
36995,2017-03-14,16:50,DRUGS,33.0,W,F,ON VIEW,Y,UNARMED
36996,2017-03-15,10:14,TRESPASSING,64.0,B,M,SUMMONED/CITED,Y,UNARMED
36997,2017-03-15,13:53,FAIL TO APPEAR,25.0,W,F,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
37002,2017-03-17,3:06,OTHER,27.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
37009,2017-03-18,1:52,FAIL TO APPEAR,30.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
37007,2017-03-18,3:54,FAIL TO APPEAR,57.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
37008,2017-03-18,11:24,OTHER,20.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
37011,2017-03-18,18:18,DWI,40.0,W,M,ON VIEW,Y,UNARMED
37014,2017-03-20,11:59,FAIL TO APPEAR,46.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
37034,2017-03-25,3:38,FAIL TO APPEAR,48.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
37036,2017-03-25,19:30,ALCOHOL,21.0,W,F,SUMMONED/CITED,N,UNARMED
37037,2017-03-25,20:41,ALCOHOL,20.0,W,M,SUMMONED/CITED,N,UNARMED
37043,2017-03-25,23:35,ASSAULT,40.0,B,M,ON VIEW,Y,UNARMED
37054,2017-03-28,20:43,FAIL TO APPEAR,22.0,B,F,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
37057,2017-03-29,23:55,ASSAULT,28.0,W,M,ON VIEW,Y,UNARMED
37058,2017-03-30,1:25,FAIL TO APPEAR,34.0,W,F,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
37071,2017-04-02,22:29,ASSAULT,30.0,A,M,ON VIEW,N,UNARMED
37072,2017-04-03,16:02,ASSAULT,50.0,B,M,ON VIEW,N,UNARMED
37074,2017-04-04,0:49,OTHER,20.0,W,M,ON VIEW,Y,UNARMED
37077,2017-04-04,3:22,ASSAULT,33.0,W,M,ON VIEW,Y,UNARMED
37076,2017-04-04,3:30,ASSAULT,32.0,W,M,ON VIEW,Y,UNARMED
37083,2017-04-05,7:15,OTHER,29.0,W,M,SUMMONED/CITED,N,UNARMED
37093,2017-04-08,4:50,ASSAULT,50.0,B,M,ON VIEW,Y,UNARMED
37103,2017-04-09,4:14,DWI,24.0,W,F,ON VIEW,Y,UNARMED
37114,2017-04-11,8:35,OTHER,22.0,B,M,ON VIEW,Y,HANDGUN
37109,2017-04-11,14:30,ASSAULT,22.0,W,F,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
37124,2017-04-13,22:56,ALCOHOL,32.0,B,M,SUMMONED/CITED,Y,UNARMED
37361,2017-04-14,1:54,OTHER,19.0,W,M,ON VIEW,Y,UNARMED
37129,2017-04-15,0:11,OTHER,20.0,W,M,SUMMONED/CITED,Y,UNARMED
37130,2017-04-15,1:42,DWI,23.0,B,M,ON VIEW,Y,UNARMED
37132,2017-04-16,3:34,ALCOHOL,46.0,B,M,ON VIEW,Y,UNARMED
37134,2017-04-16,21:56,DWI,59.0,W,M,ON VIEW,Y,UNARMED
37142,2017-04-19,14:30,OTHER,28.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
37151,2017-04-21,17:45,OTHER,24.0,W,M,SUMMONED/CITED,N,UNARMED
37152,2017-04-22,2:52,OTHER,34.0,W,M,ON VIEW,Y,UNARMED
37158,2017-04-25,9:00,ASSAULT,56.0,W,M,SUMMONED/CITED,N,UNARMED
37163,2017-04-26,1:05,ASSAULT,38.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
37164,2017-04-26,6:23,OTHER,24.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),Y,UNARMED
37168,2017-04-26,17:47,OTHER,25.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
37167,2017-04-26,23:55,ALCOHOL,53.0,B,F,SUMMONED/CITED,Y,UNARMED
37171,2017-04-27,23:42,OTHER,56.0,B,M,SUMMONED/CITED,Y,UNARMED
37176,2017-04-28,15:40,ALCOHOL,21.0,W,M,SUMMONED/CITED,U,UNARMED
37186,2017-04-29,4:19,DWI,24.0,B,M,ON VIEW,Y,UNARMED
37187,2017-04-29,19:02,OTHER,60.0,W,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
37190,2017-04-30,0:20,OTHER,20.0,I,M,SUMMONED/CITED,Y,UNARMED
37189,2017-04-30,0:45,ALCOHOL,23.0,W,M,SUMMONED/CITED,Y,UNARMED
37188,2017-04-30,4:12,DWI,30.0,W,F,ON VIEW,Y,UNARMED
37202,2017-05-03,8:21,OTHER,50.0,B,F,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
37212,2017-05-03,12:02,OTHER,28.0,W,M,ON VIEW,Y,UNARMED
37213,2017-05-04,8:05,ASSAULT,56.0,W,M,SUMMONED/CITED,N,UNARMED
37223,2017-05-06,2:52,OTHER,20.0,W,F,SUMMONED/CITED,Y,UNARMED
37229,2017-05-06,11:37,DWI,29.0,B,F,ON VIEW,Y,UNARMED
37239,2017-05-07,1:37,DWI,29.0,W,M,ON VIEW,Y,UNARMED
37241,2017-05-07,2:05,DRUGS,34.0,B,M,SUMMONED/CITED,U,UNARMED
37242,2017-05-08,8:19,TRESPASSING,57.0,W,M,ON VIEW,Y,UNARMED
37247,2017-05-10,1:54,OTHER,53.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),U,UNARMED
37253,2017-05-10,20:28,DWI,49.0,W,M,SUMMONED/CITED,Y,UNARMED
37250,2017-05-10,22:10,ALCOHOL,45.0,B,M,SUMMONED/CITED,Y,UNARMED
37258,2017-05-13,16:19,OTHER,26.0,W,F,TAKEN INTO CUSTODY (WARRANT/LP),U,UNARMED
37259,2017-05-13,23:14,DWI,46.0,B,M,ON VIEW,Y,UNARMED
37264,2017-05-14,14:34,OTHER,49.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),U,UNARMED
37272,2017-05-16,3:45,DRUGS,19.0,W,M,ON VIEW,Y,UNARMED
37271,2017-05-17,0:55,ASSAULT,20.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
37275,2017-05-17,17:30,OTHER,25.0,B,M,TAKEN INTO CUSTODY (WARRANT/LP),N,UNARMED
